2  14 2
 1.  32.7171062
 5.  32.7190222
 8.  32.7204592
 10.  32.7214172
 14.  32.7212952
 15.  32.7212647
 20.  32.7211122
 25.  32.7156059
 30.  32.7200195
 35.  32.7270523
 36.  32.7284588
 37.  32.7300596
 45.  32.7428663
 60.  32.7750042
 80.  32.7710165
 100.  32.7728138
 120.  32.8635119
 150.  33.4992733
 200.  33.8865124
2  14 2
 1.  32.6691281
 5.  32.6773508
 8.  32.6835177
 10.  32.6876290
 14.  32.6916989
 15.  32.6927163
 20.  32.6978036
 25.  32.6898444
 30.  32.7028248
 35.  32.7089791
 36.  32.7102100
 37.  32.7104833
 45.  32.7126698
 60.  32.7560421
 80.  32.7663478
 100.  32.7717788
 120.  32.8816279
 150.  33.5036626
 200.  33.8834454
2  14 2
 1.  32.6233923
 5.  32.6255946
 8.  32.6272462
 10.  32.6283473
 14.  32.6296559
 15.  32.6299830
 20.  32.6316187
 25.  32.6148711
 30.  32.6417927
 35.  32.6596181
 36.  32.6631832
 37.  32.6674206
 45.  32.7013202
 60.  32.7546123
 80.  32.7625568
 100.  32.7854210
 120.  32.9721620
 150.  33.5819845
 200.  33.9076900
2  14 2
 1.  32.5839466
 5.  32.5868796
 8.  32.5890794
 10.  32.5905460
 14.  32.5890411
 15.  32.5886649
 20.  32.5867838
 25.  32.5877566
 30.  32.5875488
 35.  32.5883458
 36.  32.5885052
 37.  32.5914202
 45.  32.6147400
 60.  32.7463636
 80.  32.7653435
 100.  32.7939536
 120.  32.9832325
 150.  33.5553648
 200.  33.8914234
2  14 2
 1.  32.5560996
 5.  32.5596255
 8.  32.5622699
 10.  32.5640329
 14.  32.5640214
 15.  32.5640185
 20.  32.5640041
 25.  32.5653451
 30.  32.5693844
 35.  32.5696479
 36.  32.5697006
 37.  32.5694866
 45.  32.5677741
 60.  32.6209727
 80.  32.7623307
 100.  32.7793263
 120.  32.9239548
 150.  33.5030148
 200.  33.8827323
2  14 2
 1.  32.6256462
 5.  32.6272947
 8.  32.6285312
 10.  32.6293554
 14.  32.6283519
 15.  32.6281010
 20.  32.6268466
 25.  32.6278765
 30.  32.6317274
 35.  32.6316846
 36.  32.6316761
 37.  32.6314433
 45.  32.6295815
 60.  32.6328552
 80.  32.6625780
 100.  32.7842979
 120.  32.9985387
 150.  33.5635033
 200.  33.8941339
2  14 2
 1.  32.6701630
 5.  32.6713414
 8.  32.6722252
 10.  32.6728144
 14.  32.6720592
 15.  32.6718704
 20.  32.6709264
 25.  32.6722127
 30.  32.6770904
 35.  32.6763260
 36.  32.6761731
 37.  32.6760035
 45.  32.6746462
 60.  32.6754597
 80.  32.6744529
 100.  32.6834169
 120.  32.9671404
 150.  33.5488210
 200.  33.8911282
2  14 2
 1.  32.6620638
 5.  32.6653427
 8.  32.6678019
 10.  32.6694413
 14.  32.6694542
 15.  32.6694575
 20.  32.6694737
 25.  32.6711126
 30.  32.6773855
 35.  32.6760526
 36.  32.6757860
 37.  32.6756738
 45.  32.6747766
 60.  32.6760116
 80.  32.6761357
 100.  32.7013714
 120.  33.0017549
 150.  33.5662902
 200.  33.8920061
2  14 2
 1.  32.6700787
 5.  32.6715893
 8.  32.6727222
 10.  32.6734775
 14.  32.6732528
 15.  32.6731966
 20.  32.6729157
 25.  32.6740065
 30.  32.6809808
 35.  32.6789803
 36.  32.6785803
 37.  32.6784519
 45.  32.6774252
 60.  32.6798983
 80.  32.6817627
 100.  32.7165085
 120.  33.1143610
 150.  33.6417830
 200.  33.8980980
2  14 2
 1.  32.7388472
 5.  32.7402726
 8.  32.7413416
 10.  32.7420543
 14.  32.7422450
 15.  32.7422927
 20.  32.7425311
 25.  32.7442652
 30.  32.7517065
 35.  32.7498374
 36.  32.7494635
 37.  32.7494814
 45.  32.7496239
 60.  32.7528568
 80.  32.7538672
 100.  32.7790426
 120.  33.0768678
 150.  33.6926878
 200.  33.9032505
2  14 2
 1.  32.8016208
 5.  32.8027225
 8.  32.8035488
 10.  32.8040996
 14.  32.8046199
 15.  32.8047500
 20.  32.8054004
 25.  32.8067314
 30.  32.8129916
 35.  32.8114901
 36.  32.8111898
 37.  32.8112188
 45.  32.8114504
 60.  32.8149907
 80.  32.8230892
 100.  32.9468544
 120.  33.4857318
 150.  33.8294051
 200.  33.9209740
2  14 2
 1.  32.8015978
 5.  32.8029056
 8.  32.8038865
 10.  32.8045404
 14.  32.8052923
 15.  32.8054802
 20.  32.8064200
 25.  32.8065321
 30.  32.8110176
 35.  32.8113688
 36.  32.8114390
 37.  32.8115893
 45.  32.8127920
 60.  32.8203761
 80.  32.8431363
 100.  32.9480810
 120.  33.3658157
 150.  33.7933090
 200.  33.9246505
2  14 2
 1.  32.8379273
 5.  32.8382453
 8.  32.8384839
 10.  32.8386429
 14.  32.8400877
 15.  32.8404489
 20.  32.8422550
 25.  32.8422901
 30.  32.8450619
 35.  32.8471938
 36.  32.8476201
 37.  32.8480465
 45.  32.8568909
 60.  32.8693089
 80.  32.9681454
 100.  33.2693454
 120.  33.7305895
 150.  33.8976258
 200.  33.9513027
2  14 2
 1.  32.8256501
 5.  32.8265542
 8.  32.8272322
 10.  32.8276843
 14.  32.8322093
 15.  32.8333406
 20.  32.8389969
 25.  32.8377786
 30.  32.8386379
 35.  32.8410188
 36.  32.8414950
 37.  32.8419712
 45.  32.8511682
 60.  32.8738013
 80.  32.9434525
 100.  33.2273225
 120.  33.6865874
 150.  33.8964259
 200.  33.9501910
2  14 2
 1.  32.7712938
 5.  32.7685540
 8.  32.7664991
 10.  32.7651292
 14.  32.7680459
 15.  32.7687751
 20.  32.7724211
 25.  32.7883177
 30.  32.8136777
 35.  32.8324774
 36.  32.8362373
 37.  32.8399972
 45.  32.8558023
 60.  32.8969415
 80.  32.9717562
 100.  33.1562750
 120.  33.6104166
 150.  33.8873520
 200.  33.9455905
2  14 2
 1.  32.7211692
 5.  32.7203033
 8.  32.7196539
 10.  32.7192209
 14.  32.7180302
 15.  32.7177326
 20.  32.7162442
 25.  32.7127197
 30.  32.7194062
 35.  32.7534442
 36.  32.7602518
 37.  32.7670594
 45.  32.8304085
 60.  32.8954772
 80.  32.9657727
 100.  33.1737427
 120.  33.5911429
 150.  33.8813986
 200.  33.9492747
2  14 2
 1.  32.7237144
 5.  32.7243595
 8.  32.7248434
 10.  32.7251659
 14.  32.7256327
 15.  32.7257494
 20.  32.7263328
 25.  32.7273195
 30.  32.7260065
 35.  32.7278776
 36.  32.7282518
 37.  32.7286261
 45.  32.7261237
 60.  32.7954881
 80.  32.9736957
 100.  33.2337776
 120.  33.6364138
 150.  33.8797617
 200.  33.9551940
2  14 2
 1.  32.7666213
 5.  32.7657844
 8.  32.7651567
 10.  32.7647382
 14.  32.7649274
 15.  32.7649747
 20.  32.7652111
 25.  32.7660021
 30.  32.7650912
 35.  32.7671185
 36.  32.7675240
 37.  32.7679295
 45.  32.7679150
 60.  32.7683730
 80.  32.9108098
 100.  33.3906571
 120.  33.7192277
 150.  33.8896368
 200.  33.9729212
2  14 2
 1.  32.7851617
 5.  32.7838222
 8.  32.7828176
 10.  32.7821478
 14.  32.7825470
 15.  32.7826469
 20.  32.7831459
 25.  32.7843621
 30.  32.7842828
 35.  32.7867072
 36.  32.7871921
 37.  32.7876770
 45.  32.7888088
 60.  32.7903978
 80.  32.8060856
 100.  33.4633951
 120.  33.7778307
 150.  33.9010261
 200.  33.9753250
2  14 2
 1.  32.7906430
 5.  32.7887975
 8.  32.7874134
 10.  32.7864907
 14.  32.7870478
 15.  32.7871871
 20.  32.7878835
 25.  32.7889962
 30.  32.7898520
 35.  32.7922136
 36.  32.7926859
 37.  32.7931582
 45.  32.7949301
 60.  32.7960630
 80.  32.8196318
 100.  33.4996376
 120.  33.8229560
 150.  33.9157735
 200.  33.9771039
2  14 2
 1.  32.8160292
 5.  32.8146845
 8.  32.8136761
 10.  32.8130038
 14.  32.8134934
 15.  32.8136158
 20.  32.8142279
 25.  32.8148880
 30.  32.8158050
 35.  32.8177012
 36.  32.8180804
 37.  32.8184597
 45.  32.8203239
 60.  32.8205064
 80.  32.8492425
 100.  33.5544747
 120.  33.8574592
 150.  33.9233791
 200.  33.9796073
2  14 2
 1.  32.8815970
 5.  32.8805727
 8.  32.8798044
 10.  32.8792922
 14.  32.8797435
 15.  32.8798563
 20.  32.8804204
 25.  32.8806966
 30.  32.8825942
 35.  32.8840007
 36.  32.8842820
 37.  32.8845633
 45.  32.8861483
 60.  32.8836177
 80.  32.8873819
 100.  33.1630482
 120.  33.8197207
 150.  33.9190779
 200.  33.9728561
2  14 2
 1.  32.9020386
 5.  32.9003822
 8.  32.8991399
 10.  32.8983117
 14.  32.8984732
 15.  32.8985136
 20.  32.8987154
 25.  32.8987385
 30.  32.9011073
 35.  32.9023908
 36.  32.9026475
 37.  32.9029042
 45.  32.9050642
 60.  32.9030092
 80.  32.9069575
 100.  33.1098056
 120.  33.8142851
 150.  33.9166705
 200.  33.9775447
2  14 2
 1.  32.8691435
 5.  32.8677035
 8.  32.8666235
 10.  32.8659034
 14.  32.8667825
 15.  32.8670023
 20.  32.8681011
 25.  32.8679903
 30.  32.8707274
 35.  32.8725993
 36.  32.8729736
 37.  32.8733480
 45.  32.8762591
 60.  32.8788188
 80.  32.9075402
 100.  33.0290142
 120.  33.7421162
 150.  33.9057259
 200.  33.9651426
2  14 2
 1.  32.8371913
 5.  32.8366099
 8.  32.8361738
 10.  32.8358831
 14.  32.8385346
 15.  32.8391975
 20.  32.8425118
 25.  32.8420639
 30.  32.8423290
 35.  32.8468921
 36.  32.8478047
 37.  32.8487173
 45.  32.8645377
 60.  32.8966195
 80.  32.9325780
 100.  33.0191707
 120.  33.6252360
 150.  33.8889698
 200.  33.9592578
2  14 2
 1.  32.7936251
 5.  32.7951646
 8.  32.7963192
 10.  32.7970890
 14.  32.7977488
 15.  32.7979138
 20.  32.7987386
 25.  32.7930477
 30.  32.7838573
 35.  32.8013372
 36.  32.8048331
 37.  32.8083291
 45.  32.8729550
 60.  32.9174522
 80.  32.9613493
 100.  33.0232798
 120.  33.5153055
 150.  33.8842699
 200.  33.9474038
2  14 2
 1.  32.7084474
 5.  32.7094367
 8.  32.7101786
 10.  32.7106732
 14.  32.7171563
 15.  32.7187771
 20.  32.7268809
 25.  32.7326589
 30.  32.7449643
 35.  32.7809409
 36.  32.7881362
 37.  32.7953315
 45.  32.8667225
 60.  32.9107175
 80.  32.9512989
 100.  32.9790069
 120.  33.2739476
 150.  33.8592104
 200.  33.9408558
2  14 2
 1.  32.6498978
 5.  32.6505344
 8.  32.6510119
 10.  32.6513302
 14.  32.6509031
 15.  32.6507964
 20.  32.6502625
 25.  32.6472062
 30.  32.6457292
 35.  32.6532069
 36.  32.6547024
 37.  32.6561980
 45.  32.7883412
 60.  32.8954811
 80.  32.9514330
 100.  32.9578708
 120.  33.0656976
 150.  33.7711208
 200.  33.9233470
2  14 2
 1.  32.6470537
 5.  32.6477005
 8.  32.6481857
 10.  32.6485091
 14.  32.6477033
 15.  32.6475019
 20.  32.6464947
 25.  32.6443698
 30.  32.6435750
 35.  32.6428337
 36.  32.6426855
 37.  32.6425372
 45.  32.6419813
 60.  32.8766799
 80.  32.9631278
 100.  32.9645750
 120.  33.0269739
 150.  33.7097698
 200.  33.9148898
2  14 2
 1.  32.7358076
 5.  32.7304579
 8.  32.7264456
 10.  32.7237707
 14.  32.7278742
 15.  32.7289001
 20.  32.7340295
 25.  32.7327432
 30.  32.7324689
 35.  32.7325851
 36.  32.7326083
 37.  32.7326315
 45.  32.7355529
 60.  32.7395369
 80.  32.8695081
 100.  32.9729773
 120.  33.0224200
 150.  33.5911043
 200.  33.9080389
2  14 2
 1.  32.7897000
 5.  32.7894806
 8.  32.7893160
 10.  32.7892063
 14.  32.7889869
 15.  32.7889321
 20.  32.7886578
 25.  32.7876316
 30.  32.7876788
 35.  32.7878418
 36.  32.7878744
 37.  32.7879070
 45.  32.7907560
 60.  32.7907159
 80.  32.7965603
 100.  32.9190333
 120.  33.0170266
 150.  33.5364005
 200.  33.8915461
2  14 2
 1.  32.8381918
 5.  32.8380149
 8.  32.8378823
 10.  32.8377939
 14.  32.8376171
 15.  32.8375729
 20.  32.8373519
 25.  32.8371309
 30.  32.8371737
 35.  32.8374054
 36.  32.8374518
 37.  32.8374981
 45.  32.8397649
 60.  32.8392424
 80.  32.8432283
 100.  32.8985548
 120.  32.9538812
 150.  33.6247087
 200.  33.8973504
2  14 2
 1.  32.8457888
 5.  32.8457136
 8.  32.8456571
 10.  32.8456195
 14.  32.8455443
 15.  32.8455254
 20.  32.8454314
 25.  32.8453373
 30.  32.8459282
 35.  32.8461380
 36.  32.8461800
 37.  32.8462220
 45.  32.8480634
 60.  32.8473838
 80.  32.8509904
 100.  32.8666637
 120.  32.8823370
 150.  33.6541536
 200.  33.9028902
2  14 2
 1.  32.8588403
 5.  32.8589445
 8.  32.8590227
 10.  32.8590748
 14.  32.8591791
 15.  32.8592051
 20.  32.8593354
 25.  32.8594657
 30.  32.8602902
 35.  32.8604537
 36.  32.8604863
 37.  32.8605190
 45.  32.8619274
 60.  32.8615508
 80.  32.8657287
 100.  32.8762255
 120.  32.8867223
 150.  33.6513552
 200.  33.9069808
2  14 2
 1.  32.8673420
 5.  32.8676628
 8.  32.8679033
 10.  32.8680637
 14.  32.8683845
 15.  32.8684647
 20.  32.8688657
 25.  32.8692667
 30.  32.8704935
 35.  32.8710841
 36.  32.8712023
 37.  32.8713204
 45.  32.8721424
 60.  32.8719614
 80.  32.8769443
 100.  32.9500003
 120.  33.0230563
 150.  33.7663022
 200.  33.9118535
2  14 2
 1.  32.8568318
 5.  32.8570759
 8.  32.8572590
 10.  32.8573811
 14.  32.8576253
 15.  32.8576863
 20.  32.8579915
 25.  32.8582966
 30.  32.8597383
 35.  32.8599017
 36.  32.8599344
 37.  32.8599671
 45.  32.8613103
 60.  32.8654337
 80.  32.8784316
 100.  33.0374525
 120.  33.1964734
 150.  33.7954443
 200.  33.9180411
2  14 2
 1.  32.8355163
 5.  32.8304528
 8.  32.8266551
 10.  32.8241234
 14.  32.8222641
